timestamp,open,high,low,close,volume,spread,real_volume
2026-01-19 01:00:00,4633.93,4652.25,4629.29,4648.87,2208,5,0
2026-01-19 01:05:00,4648.87,4661.75,4646.56,4654.67,2687,5,0
2026-01-19 01:10:00,4654.3,4658.78,4653.8,4654.17,2172,10,0
2026-01-19 01:15:00,4654.3,4669.38,4654.02,4663.25,2653,11,0
2026-01-19 01:20:00,4663.25,4675.83,4660.99,4673.17,2555,11,0
2026-01-19 01:25:00,4673.01,4684.3,4671.86,4678.53,2628,11,0
2026-01-19 01:30:00,4678.53,4690.73,4676.33,4676.68,2573,12,0
2026-01-19 01:35:00,4676.69,4680.52,4672.32,4674.28,2494,11,0
2026-01-19 01:40:00,4674.29,4675.23,4663.48,4671.55,2440,12,0
2026-01-19 01:45:00,4671.57,4675.12,4664.01,4666.12,2056,11,0
2026-01-19 01:50:00,4666.12,4673.39,4664.48,4672.27,1742,11,0
2026-01-19 01:55:00,4672.27,4677.58,4670.64,4672.55,1578,13,0
2026-01-19 02:00:00,4672.55,4676.16,4668.39,4668.79,1738,11,0
2026-01-19 02:05:00,4668.79,4670.17,4665.39,4666.42,1748,11,0
2026-01-19 02:10:00,4666.42,4669.4,4665.02,4665.45,1596,11,0
2026-01-19 02:15:00,4665.45,4668.69,4660.88,4663.32,2048,11,0
2026-01-19 02:20:00,4663.31,4678.57,4663.0,4676.72,2336,12,0
2026-01-19 02:25:00,4676.74,4678.09,4673.96,4675.85,1585,11,0
2026-01-19 02:30:00,4675.85,4678.46,4673.47,4678.25,1520,11,0
2026-01-19 02:35:00,4678.19,4680.86,4674.28,4678.67,1875,12,0
2026-01-19 02:40:00,4678.6,4682.0,4676.41,4677.76,1886,12,0
2026-01-19 02:45:00,4677.77,4678.99,4674.52,4677.69,1389,11,0
2026-01-19 02:50:00,4677.51,4677.82,4672.32,4673.01,1528,11,0
2026-01-19 02:55:00,4673.04,4678.49,4672.12,4675.18,1712,11,0
2026-01-19 03:00:00,4675.19,4678.43,4668.99,4669.72,2907,13,0
2026-01-19 03:05:00,4669.7,4676.99,4667.4,4671.62,2431,12,0
2026-01-19 03:10:00,4671.62,4672.51,4662.01,4663.37,2627,11,0
2026-01-19 03:15:00,4663.37,4667.91,4656.35,4664.94,2647,11,0
2026-01-19 03:20:00,4664.87,4669.8,4659.13,4659.35,2142,12,0
2026-01-19 03:25:00,4659.4,4662.93,4657.29,4662.26,2133,11,0
2026-01-19 03:30:00,4662.26,4664.54,4659.92,4661.53,2081,12,0
2026-01-19 03:35:00,4661.53,4663.57,4655.91,4657.64,2245,11,0
2026-01-19 03:40:00,4657.64,4662.72,4656.59,4662.39,1840,11,0
2026-01-19 03:45:00,4662.4,4664.47,4660.0,4664.43,2177,12,0
2026-01-19 03:50:00,4664.44,4667.73,4661.93,4663.12,2302,11,0
2026-01-19 03:55:00,4663.2,4663.32,4657.32,4657.36,1976,11,0
2026-01-19 04:00:00,4657.36,4658.79,4653.21,4655.72,2261,12,0
2026-01-19 04:05:00,4655.72,4664.13,4655.38,4662.44,2099,11,0
2026-01-19 04:10:00,4662.5,4664.98,4658.9,4659.17,1697,11,0
2026-01-19 04:15:00,4659.18,4662.25,4657.8,4659.61,1119,12,0
2026-01-19 04:20:00,4659.61,4660.76,4657.11,4659.52,1244,11,0
2026-01-19 04:25:00,4659.5,4660.69,4656.83,4660.13,1612,10,0
2026-01-19 04:30:00,4660.1,4663.8,4659.16,4660.54,2091,11,0
2026-01-19 04:35:00,4660.54,4662.43,4658.99,4661.33,1609,11,0
2026-01-19 04:40:00,4661.32,4662.42,4656.67,4658.54,1544,11,0
2026-01-19 04:45:00,4658.54,4659.6,4654.92,4658.19,1657,11,0
2026-01-19 04:50:00,4658.2,4661.4,4657.53,4660.53,1776,11,0
2026-01-19 04:55:00,4660.52,4664.57,4660.01,4662.6,1758,11,0
2026-01-19 05:00:00,4662.59,4667.61,4662.53,4664.93,1777,11,0
2026-01-19 05:05:00,4664.93,4667.74,4664.18,4667.42,1439,11,0
2026-01-19 05:10:00,4667.42,4669.77,4667.22,4668.85,1894,11,0
2026-01-19 05:15:00,4668.83,4669.81,4666.69,4667.18,1739,11,0
2026-01-19 05:20:00,4667.24,4667.81,4664.7,4664.77,1777,10,0
2026-01-19 05:25:00,4664.77,4667.29,4663.8,4664.73,1566,11,0
2026-01-19 05:30:00,4664.73,4665.9,4661.89,4664.29,1399,13,0
2026-01-19 05:35:00,4664.29,4664.5,4662.24,4662.88,1160,11,0
2026-01-19 05:40:00,4662.86,4666.04,4662.23,4663.09,1270,11,0
2026-01-19 05:45:00,4663.08,4663.65,4659.36,4660.72,1453,11,0
2026-01-19 05:50:00,4660.43,4660.82,4658.22,4660.32,1412,11,0
2026-01-19 05:55:00,4660.33,4660.42,4658.25,4658.55,1053,12,0
2026-01-19 06:00:00,4658.55,4660.82,4658.11,4660.71,1080,11,0
2026-01-19 06:05:00,4660.71,4661.42,4659.67,4661.26,1002,11,0
2026-01-19 06:10:00,4661.24,4662.39,4659.48,4662.34,1460,11,0
2026-01-19 06:15:00,4662.36,4663.31,4660.7,4662.03,1256,11,0
2026-01-19 06:20:00,4662.03,4662.78,4660.71,4662.16,1039,11,0
2026-01-19 06:25:00,4662.18,4664.95,4661.9,4662.48,1012,12,0
2026-01-19 06:30:00,4662.48,4663.18,4660.08,4661.65,754,11,0
2026-01-19 06:35:00,4661.64,4661.88,4659.12,4661.06,1360,11,0
2026-01-19 06:40:00,4661.06,4662.05,4659.66,4661.55,1012,11,0
2026-01-19 06:45:00,4661.3,4664.18,4661.12,4663.8,902,11,0
2026-01-19 06:50:00,4663.82,4665.9,4663.45,4664.71,1293,11,0
2026-01-19 06:55:00,4664.71,4665.38,4663.07,4663.07,1029,13,0
2026-01-19 07:00:00,4663.07,4669.4,4662.95,4668.88,1300,12,0
2026-01-19 07:05:00,4668.89,4671.4,4667.09,4668.97,1249,10,0
2026-01-19 07:10:00,4668.97,4670.34,4668.51,4669.58,744,11,0
2026-01-19 07:15:00,4669.58,4670.61,4669.23,4669.8,717,11,0
2026-01-19 07:20:00,4669.75,4672.28,4668.88,4671.57,861,12,0
2026-01-19 07:25:00,4671.57,4672.34,4668.7,4669.11,991,11,0
2026-01-19 07:30:00,4669.11,4674.32,4668.98,4670.62,1919,12,0
2026-01-19 07:35:00,4670.63,4671.53,4667.32,4667.33,1376,11,0
2026-01-19 07:40:00,4667.44,4668.3,4663.71,4664.39,1631,13,0
2026-01-19 07:45:00,4664.38,4670.1,4664.21,4668.95,1516,12,0
2026-01-19 07:50:00,4668.97,4669.44,4665.57,4667.51,1335,11,0
2026-01-19 07:55:00,4667.5,4671.96,4667.35,4669.95,1400,11,0
2026-01-19 08:00:00,4669.95,4670.32,4668.72,4669.94,1799,11,0
2026-01-19 08:05:00,4669.94,4669.99,4666.8,4669.18,1357,11,0
2026-01-19 08:10:00,4669.17,4670.54,4668.78,4669.33,1184,11,0
2026-01-19 08:15:00,4669.34,4670.2,4668.59,4669.72,968,11,0
2026-01-19 08:20:00,4669.72,4672.5,4669.72,4671.22,1118,11,0
2026-01-19 08:25:00,4671.23,4671.72,4669.23,4669.88,1114,12,0
2026-01-19 08:30:00,4669.88,4674.95,4669.68,4674.83,1397,12,0
2026-01-19 08:35:00,4674.83,4676.56,4673.25,4674.43,1349,12,0
2026-01-19 08:40:00,4674.43,4674.43,4671.51,4672.5,1384,11,0
2026-01-19 08:45:00,4672.5,4675.22,4672.46,4674.64,1254,11,0
2026-01-19 08:50:00,4674.51,4677.19,4674.08,4676.48,1315,11,0
2026-01-19 08:55:00,4676.51,4678.93,4676.36,4677.86,1960,12,0
2026-01-19 09:00:00,4677.89,4678.4,4674.51,4676.39,1302,13,0
2026-01-19 09:05:00,4676.39,4678.52,4674.95,4675.31,1304,12,0
2026-01-19 09:10:00,4675.3,4675.53,4668.3,4669.81,2028,12,0
2026-01-19 09:15:00,4669.83,4670.23,4663.93,4664.32,1614,11,0
2026-01-19 09:20:00,4664.41,4665.92,4663.84,4665.18,1353,12,0
2026-01-19 09:25:00,4665.16,4669.03,4665.1,4667.36,1371,11,0
2026-01-19 09:30:00,4667.36,4669.65,4666.17,4667.47,1076,11,0
2026-01-19 09:35:00,4667.47,4667.61,4665.23,4666.54,908,11,0
2026-01-19 09:40:00,4666.54,4666.78,4664.66,4664.84,1076,11,0
2026-01-19 09:45:00,4664.86,4666.43,4662.96,4665.5,1432,11,0
2026-01-19 09:50:00,4665.57,4665.59,4663.13,4664.1,1168,11,0
2026-01-19 09:55:00,4664.09,4666.29,4661.85,4665.22,1640,11,0
2026-01-19 10:00:00,4665.22,4669.63,4663.58,4669.31,1813,10,0
2026-01-19 10:05:00,4669.31,4672.79,4668.48,4670.77,1687,11,0
2026-01-19 10:10:00,4670.77,4673.78,4669.12,4669.55,1394,11,0
2026-01-19 10:15:00,4669.47,4669.74,4667.18,4667.54,1126,11,0
2026-01-19 10:20:00,4667.53,4670.99,4667.4,4669.8,1220,11,0
2026-01-19 10:25:00,4669.76,4671.05,4668.06,4669.25,1268,11,0
2026-01-19 10:30:00,4669.45,4670.93,4668.47,4669.13,1042,11,0
2026-01-19 10:35:00,4669.14,4669.24,4666.43,4668.84,1157,12,0
2026-01-19 10:40:00,4668.84,4669.56,4666.97,4667.9,1224,11,0
2026-01-19 10:45:00,4667.89,4669.23,4665.83,4666.77,1084,11,0
2026-01-19 10:50:00,4666.77,4667.81,4663.51,4663.86,1684,12,0
2026-01-19 10:55:00,4663.86,4664.23,4661.74,4663.75,1527,12,0
2026-01-19 11:00:00,4663.7,4666.22,4662.18,4664.54,1339,11,0
2026-01-19 11:05:00,4664.53,4669.36,4664.51,4668.84,1277,11,0
2026-01-19 11:10:00,4668.84,4671.43,4668.84,4670.69,1288,11,0
